Model Outputs
100
,,HJX:CentreOfMass,,,HJX:CentreOfMassFloor,,,HJX:HED,,,,,,,,,HJX:LAbsAnkleAngle,,,HJX:LAnkleAngles,,,HJX:LCL,,,,,,,,,HJX:LElbowAngles,,,HJX:LFE,,,,,,,,,HJX:LFO,,,,,,,,,HJX:LFootProgressAngles,,,HJX:LHN,,,,,,,,,HJX:LHU,,,,,,,,,HJX:LHeadAngles,,,HJX:LHipAngles,,,HJX:LKneeAngles,,,HJX:LNeckAngles,,,HJX:LPelvisAngles,,,HJX:LRA,,,,,,,,,HJX:LShoulderAngles,,,HJX:LSpineAngles,,,HJX:LTI,,,,,,,,,HJX:LTO,,,,,,,,,HJX:LThoraxAngles,,,HJX:LWristAngles,,,HJX:PEL,,,,,,,,,HJX:RAbsAnkleAngle,,,HJX:RAnkleAngles,,,HJX:RCL,,,,,,,,,HJX:RElbowAngles,,,HJX:RFE,,,,,,,,,HJX:RFO,,,,,,,,,HJX:RFootProgressAngles,,,HJX:RHN,,,,,,,,,HJX:RHU,,,,,,,,,HJX:RHeadAngles,,,HJX:RHipAngles,,,HJX:RKneeAngles,,,HJX:RNeckAngles,,,HJX:RPelvisAngles,,,HJX:RRA,,,,,,,,,HJX:RShoulderAngles,,,HJX:RSpineAngles,,,HJX:RTI,,,,,,,,,HJX:RTO,,,,,,,,,HJX:RThoraxAngles,,,HJX:RWristAngles,,,HJX:TRX,,,,,,,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ
140,0,128.805,1010.22,1731.22,243.574,1010.71,1728.42,129.775,860.133,1607.68,241.397,868.738,1601.22,187.919,860.535,1491.86,210.453,808.559,1235.35,187.029,1027.25,1438.76,197.549,1072.22,1265.61,314.699,821.477,1392.66,35.7638,937.658,1474.26,-54.2207,970.384,1365.54,-70.7192,1050.08,1202.8,-56.6994,1151.33,1073.93,17.2426,1209.3,1063.73,-24.8327,1212.81,1022.93,48.6328,1291.61,1026.56,338.456,956.334,1487.8,471.584,980.921,1256.54,495.105,982.244,1161.47,464.903,1080.52,1089.27,343.545,1192.05,1059.23,401.381,1192.72,1029.7,335.035,1251.21,1042.06,62.4815,1030.91,1029.06,346.574,1038.89,1018.03,159.732,827.368,1026.7,260.949,829.307,1024.04,28.0684,1005.04,678.349,59.3709,1001.89,508.777,32.6167,901.787,313.746,69.45,876.57,145.616,132.17,833.254,151.665,114.066,1090.24,86.4566,392.911,992.162,791.995,342.378,1019.68,498.937,384.831,970.559,396.501,353.723,892.488,153.58,311.496,841.537,166.816,273.94,1084.23,90.1826
141,0,127.702,1008.21,1730.8,242.522,1008.9,1728.24,129.205,859.003,1606.17,240.821,867.794,1600.06,187.864,859.888,1490.94,211.098,808.223,1234.62,186.356,1026.83,1438.61,196.895,1071.98,1265.54,315.253,821.634,1391.95,36.082,936.716,1473.83,-54.1938,971.694,1366.9,-71.7029,1056.15,1207.88,-55.7635,1163.36,1085.53,18.9206,1220.9,1079.57,-22.712,1227.28,1038.65,51.0996,1304.84,1048.43,337.588,956.275,1487.7,470.496,987.922,1257.87,494.632,992.545,1163.04,461.094,1093.5,1096.28,336.58,1203.07,1073.86,394.129,1207.14,1044.19,326.527,1262.81,1060.87,62.2586,1030.53,1028.95,346.425,1039.42,1017.43,160.286,827.232,1025.7,261.518,829.539,1022.75,28.7834,1008.22,677.975,60.0774,1006.98,508.238,32.9249,904.703,313.571,69.51,877.304,145.728,132.18,834.049,152.124,114.07,1090.44,86.019,391.75,995.343,790.724,340.919,1025.92,497.938,383.702,975.474,395.519,353.448,893.471,153.766,311.342,842.625,167.603,273.966,1084.31,89.9695
142,0,126.607,1006.11,1730.15,241.473,1007,1727.85,128.651,857.779,1604.47,240.261,866.743,1598.73,187.83,859.138,1489.77,211.756,807.833,1233.66,185.686,1026.34,1438.31,196.236,1071.69,1265.33,315.846,821.726,1390.97,36.4698,935.712,1473.23,-54.1211,973.081,1368.29,-72.6889,1062.46,1213.36,-54.9043,1175.46,1098.07,20.4515,1232.33,1096.39,-20.7312,1241.67,1055.55,53.2891,1317.58,1071.52,336.695,956.097,1487.39,469.296,995.268,1259.33,493.954,1003.47,1164.88,457.149,1106.89,1103.98,329.651,1214.04,1089.31,386.844,1221.55,1059.74,318.098,1274.05,1080.65,62.0683,1030.21,1028.65,346.301,1039.99,1016.61,160.827,827.153,1024.43,262.08,829.815,1021.15,29.5298,1011.6,677.458,60.8181,1012.24,507.519,33.1927,907.741,313.322,69.5452,878.057,145.816,132.145,834.844,152.574,114.065,1090.63,85.6,390.634,998.699,789.263,339.449,1032.42,496.724,382.566,980.58,394.424,353.152,894.515,153.943,311.161,843.817,168.394,273.991,1084.42,89.7093
143,0,125.528,1003.94,1729.27,240.433,1005.02,1727.24,128.119,856.465,1602.57,239.724,865.59,1597.21,187.823,858.294,1488.35,212.422,807.407,1232.43,185.027,1025.76,1437.85,195.575,1071.36,1264.96,316.478,821.761,1389.73,36.931,934.658,1472.44,-54,974.537,1369.72,-73.6743,1068.93,1219.27,-54.1354,1187.51,1111.55,21.8224,1243.47,1114.16,-18.9068,1255.8,1073.63,55.1855,1329.64,1095.77,335.781,955.803,1486.89,467.986,1002.93,1260.94,493.072,1014.99,1167.06,453.086,1120.62,1112.44,322.775,1224.83,1105.58,379.557,1235.84,1076.39,309.763,1284.77,1101.42,61.916,1029.95,1028.17,346.201,1040.59,1015.57,161.351,827.141,1022.86,262.632,830.146,1019.22,30.2972,1015.18,676.789,61.5901,1017.66,506.616,33.4291,910.896,312.995,69.5592,878.825,145.882,132.072,835.638,153.015,114.052,1090.8,85.2049,389.57,1002.22,787.616,337.971,1039.14,495.304,381.422,985.839,393.225,352.83,895.613,154.118,310.938,845.108,169.189,274.012,1084.58,89.3975
144,0,124.474,1001.7,1728.14,239.409,1002.96,1726.4,127.616,855.069,1600.47,239.216,864.342,1595.49,187.848,857.366,1486.68,213.091,806.967,1230.95,184.387,1025.12,1437.21,194.92,1070.99,1264.44,317.152,821.751,1388.22,37.4675,933.567,1471.46,-53.8289,976.051,1371.2,-74.6565,1075.53,1225.62,-53.4679,1199.39,1125.96,23.0243,1254.18,1132.85,-17.2517,1269.53,1092.86,56.7809,1340.85,1121.09,334.849,955.4,1486.17,466.575,1010.86,1262.76,491.993,1027.04,1169.66,448.923,1134.6,1121.73,315.977,1235.3,1122.69,372.297,1249.84,1094.19,301.559,1294.79,1123.18,61.8051,1029.78,1027.48,346.121,1041.24,1014.32,161.858,827.206,1021,263.175,830.545,1016.96,31.0752,1018.97,675.962,62.3889,1023.25,505.525,33.6451,914.163,312.59,69.5571,879.609,145.931,131.967,836.434,153.448,114.034,1090.97,84.8377,388.563,1005.9,785.792,336.488,1046.03,493.692,380.272,991.209,391.934,352.481,896.759,154.299,310.66,846.49,169.989,274.025,1084.78,89.0332
145,0,123.45,999.405,1726.78,238.409,1000.83,1725.33,127.15,853.598,1598.15,238.747,863.008,1593.58,187.91,856.368,1484.75,213.757,806.536,1229.21,183.773,1024.42,1436.41,194.276,1070.59,1263.75,317.87,821.708,1386.44,38.0801,932.454,1470.31,-53.6066,977.608,1372.75,-75.6335,1082.18,1232.43,-52.9104,1210.96,1141.31,24.0518,1264.31,1152.4,-15.7748,1282.69,1113.2,58.075,1351.04,1147.38,333.905,954.898,1485.26,465.072,1019.03,1264.85,490.726,1039.58,1172.77,444.679,1148.7,1131.91,309.287,1245.33,1140.66,365.096,1263.39,1113.15,293.543,1303.96,1145.9,61.7364,1029.68,1026.59,346.059,1041.96,1012.86,162.347,827.354,1018.83,263.709,831.021,1014.38,31.854,1022.97,674.972,63.2079,1029.02,504.244,33.8523,917.539,312.108,69.5448,880.413,145.967,131.84,837.237,153.878,114.011,1091.13,84.4999,387.614,1009.73,783.805,335.002,1053.03,491.91,379.116,996.645,390.567,352.102,897.943,154.499,310.316,847.95,170.797,274.03,1085.03,88.6194
146,0,122.464,997.051,1725.17,237.437,998.633,1724.04,126.726,852.062,1595.62,238.322,861.6,1591.47,188.013,855.315,1482.57,214.415,806.14,1227.21,183.192,1023.67,1435.43,193.647,1070.18,1262.9,318.634,821.652,1384.4,38.7676,931.336,1468.99,-53.3327,979.19,1374.39,-76.6037,1088.81,1239.72,-52.4688,1222.08,1157.56,24.9025,1273.74,1172.78,-14.4807,1295.12,1134.61,59.0749,1360.04,1174.53,332.953,954.311,1484.15,463.49,1027.38,1267.26,489.289,1052.51,1176.48,440.372,1162.8,1143.05,302.741,1254.77,1159.47,357.987,1276.32,1133.28,285.783,1312.14,1169.54,61.7075,1029.66,1025.48,346.007,1042.74,1011.2,162.82,827.592,1016.37,264.236,831.585,1011.5,32.6243,1027.17,673.811,64.0396,1034.97,502.775,34.0625,921.018,311.552,69.5289,881.24,145.994,131.7,838.054,154.31,113.983,1091.28,84.1908,386.723,1013.69,781.669,333.515,1060.09,489.982,377.957,1002.11,389.144,351.693,899.156,154.731,309.899,849.475,171.621,274.027,1085.32,88.1633
147,0,121.519,994.65,1723.33,236.499,996.385,1722.53,126.351,850.473,1592.88,237.947,860.131,1589.17,188.162,854.226,1480.15,215.063,805.803,1224.95,182.65,1022.89,1434.28,193.037,1069.77,1261.88,319.446,821.601,1382.09,39.5279,930.227,1467.53,-53.0078,980.775,1376.12,-77.5661,1095.35,1247.49,-52.1464,1232.64,1174.68,25.5772,1282.33,1193.89,-13.3696,1306.65,1157.02,59.7933,1367.71,1202.42,331.996,953.655,1482.86,461.842,1035.88,1270.06,487.701,1065.76,1180.88,436.026,1176.76,1155.19,296.382,1263.48,1179.12,351.008,1288.43,1154.54,278.352,1319.22,1194.03,61.7126,1029.72,1024.15,345.96,1043.59,1009.34,163.279,827.926,1013.63,264.759,832.246,1008.34,33.3772,1031.57,672.474,64.8762,1041.12,501.118,34.2857,924.598,310.922,69.516,882.095,146.017,131.556,838.896,154.749,113.949,1091.43,83.9066,385.888,1017.77,779.404,332.028,1067.15,487.937,376.801,1007.56,387.685,351.259,900.391,155.011,309.411,851.051,172.471,274.019,1085.64,87.6751
148,0,120.621,992.21,1721.28,235.599,994.092,1720.82,126.029,848.844,1589.94,237.628,858.615,1586.68,188.36,853.122,1477.51,215.696,805.548,1222.46,182.15,1022.1,1432.97,192.449,1069.39,1260.7,320.307,821.578,1379.56,40.3574,929.143,1465.93,-52.633,982.343,1377.96,-78.5195,1101.73,1255.74,-51.9438,1242.49,1192.63,26.0794,1289.96,1215.68,-12.4377,1317.15,1180.34,60.2477,1373.91,1230.9,331.034,952.951,1481.41,460.142,1044.45,1273.3,485.979,1079.23,1186.04,431.664,1190.44,1168.36,290.253,1271.33,1199.55,344.195,1299.54,1176.89,271.314,1325.06,1219.3,61.7433,1029.86,1022.59,345.909,1044.53,1007.31,163.725,828.358,1010.61,265.279,833.01,1004.93,34.104,1036.15,670.959,65.7097,1047.44,499.279,34.5306,928.268,310.223,69.5129,882.982,146.04,131.418,839.77,155.2,113.908,1091.58,83.6418,385.106,1021.95,777.03,330.547,1074.2,485.803,375.655,1012.97,386.21,350.805,901.642,155.355,308.858,852.667,173.363,274.007,1085.99,87.1671
149,0,119.773,989.741,1719.01,234.742,991.764,1718.91,125.761,847.189,1586.81,237.365,857.068,1584.01,188.609,852.024,1474.65,216.314,805.394,1219.75,181.694,1021.3,1431.5,191.885,1069.05,1259.37,321.219,821.609,1376.8,41.252,928.099,1464.21,-52.2102,983.87,1379.92,-79.4628,1107.87,1264.46,-51.8587,1251.51,1211.33,26.4157,1296.5,1238.04,-11.6773,1326.45,1204.47,60.4593,1378.53,1259.85,330.067,952.218,1479.81,458.4,1053.06,1277.03,484.144,1092.82,1192.03,427.312,1203.68,1182.58,284.396,1278.21,1220.69,337.591,1309.48,1200.25,264.724,1329.51,1245.21,61.7893,1030.08,1020.8,345.848,1045.56,1005.11,164.162,828.892,1007.34,265.796,833.881,1001.31,34.7966,1040.89,669.264,66.5326,1053.94,497.264,34.8033,932.018,309.458,69.526,883.904,146.064,131.296,840.684,155.667,113.862,1091.75,83.3891,384.373,1026.21,774.565,329.078,1081.21,483.608,374.527,1018.34,384.739,350.341,902.905,155.78,308.257,854.315,174.313,273.998,1086.37,86.6524
150,0,118.975,987.253,1716.56,233.93,989.413,1716.81,125.55,845.521,1583.49,237.159,855.507,1581.15,188.908,850.953,1471.6,216.915,805.359,1216.84,181.282,1020.53,1429.89,191.346,1068.79,1257.9,322.182,821.718,1373.86,42.2073,927.109,1462.4,-51.7417,985.332,1382,-80.3943,1113.68,1273.63,-51.8865,1259.59,1230.71,26.5952,1301.86,1260.89,-11.0777,1334.44,1229.31,60.4525,1381.46,1289.11,329.092,951.483,1478.09,456.626,1061.65,1281.31,482.209,1106.4,1198.91,423,1216.33,1197.83,278.844,1283.99,1242.45,331.238,1318.08,1224.52,258.612,1332.43,1271.6,61.8392,1030.39,1018.79,345.768,1046.68,1002.76,164.588,829.527,1003.83,266.309,834.861,997.501,35.4471,1045.76,667.391,67.3379,1060.57,495.082,35.1077,935.83,308.63,69.5608,884.861,146.09,131.197,841.642,156.148,113.81,1091.92,83.1417,383.686,1030.55,772.027,327.63,1088.19,481.375,373.428,1023.65,383.287,349.882,904.183,156.303,307.628,855.991,175.342,273.994,1086.75,86.1436
151,0,118.23,984.756,1713.93,233.166,987.05,1714.55,125.394,843.858,1579.99,237.01,853.95,1578.13,189.258,849.934,1468.38,217.501,805.455,1213.76,180.91,1019.79,1428.15,190.831,1068.61,1256.31,323.195,821.933,1370.75,43.219,926.184,1460.52,-51.2301,986.708,1384.22,-81.3114,1119.11,1283.22,-52.0202,1266.61,1250.68,26.6301,1305.94,1284.1,-10.6262,1341,1254.74,60.2545,1382.61,1318.52,328.102,950.766,1476.28,454.824,1070.16,1286.16,480.188,1119.88,1206.7,418.759,1228.24,1214.08,273.62,1288.59,1264.69,325.181,1325.2,1249.58,252.994,1333.67,1298.28,61.8823,1030.78,1016.56,345.665,1047.9,1000.28,165.004,830.266,1000.12,266.817,835.949,993.547,36.0487,1050.73,665.345,68.1192,1067.29,492.745,35.4451,939.679,307.742,69.6219,885.848,146.118,131.129,842.641,156.642,113.753,1092.11,82.8942,383.044,1034.96,769.431,326.212,1095.13,479.124,372.371,1028.93,381.869,349.441,905.482,156.937,306.997,857.7,176.471,274.002,1087.14,85.6516
152,0,117.535,982.261,1711.15,232.449,984.69,1712.13,125.291,842.212,1576.34,236.912,852.413,1574.94,189.657,848.985,1465,218.074,805.69,1210.54,180.574,1019.11,1426.28,190.34,1068.55,1254.6,324.256,822.278,1367.51,44.2832,925.332,1458.58,-50.6776,987.975,1386.56,-82.2108,1124.07,1293.19,-52.2509,1272.49,1271.15,26.5347,1308.66,1307.57,-10.3087,1346.02,1280.63,59.8948,1381.95,1347.92,327.092,950.093,1474.38,452.995,1078.53,1291.62,478.093,1133.12,1215.44,414.625,1239.28,1231.27,268.741,1291.92,1287.29,319.468,1330.69,1275.27,247.872,1333.12,1325.01,61.9088,1031.26,1014.14,345.532,1049.22,997.671,165.406,831.11,996.212,267.313,837.144,989.473,36.5958,1055.76,663.135,68.8719,1074.05,490.271,35.8143,943.538,306.798,69.7126,886.859,146.146,131.098,843.674,157.141,113.694,1092.31,82.644,382.445,1039.42,766.789,324.838,1102.07,476.872,371.365,1034.19,380.494,349.035,906.811,157.695,306.392,859.449,177.72,274.025,1087.53,85.1848
153,0,116.888,979.78,1708.24,231.78,982.346,1709.57,125.235,840.602,1572.54,236.861,850.915,1571.6,190.101,848.128,1461.49,218.636,806.071,1207.21,180.267,1018.5,1424.32,189.869,1068.61,1252.81,325.361,822.778,1364.16,45.3966,924.56,1456.61,-50.0861,989.115,1389.02,-83.0878,1128.52,1303.51,-52.5679,1277.14,1292.01,26.3254,1309.95,1331.15,-10.1099,1349.43,1306.82,59.4044,1379.41,1377.15,326.052,949.482,1472.42,451.137,1086.71,1297.69,475.934,1146.02,1225.11,410.63,1249.32,1249.31,264.225,1293.93,1310.08,314.143,1334.48,1301.43,243.247,1330.73,1351.59,61.9107,1031.83,1011.53,345.368,1050.64,994.949,165.791,832.058,992.151,267.793,838.447,985.304,37.0845,1060.81,660.773,69.5921,1080.77,487.676,36.2124,947.372,305.802,69.8344,887.882,146.171,131.107,844.726,157.638,113.633,1092.52,82.3927,381.889,1043.92,764.109,323.521,1109.04,474.628,370.42,1039.46,379.169,348.68,908.183,158.586,305.84,861.251,179.106,274.067,1087.91,84.7485
154,0,116.287,977.324,1705.21,231.156,980.03,1706.89,125.223,839.039,1568.62,236.851,849.471,1568.12,190.587,847.379,1457.87,219.191,806.6,1203.8,179.981,1017.98,1422.27,189.415,1068.82,1250.95,326.507,823.455,1360.74,46.5562,923.872,1454.6,-49.4566,990.111,1391.61,-83.9368,1132.4,1314.11,-52.9586,1280.5,1313.13,26.0192,1309.77,1354.73,-10.0135,1351.16,1333.19,58.8149,1374.99,1406.05,324.976,948.952,1470.42,449.245,1094.62,1304.38,473.725,1158.45,1235.68,406.811,1258.26,1268.1,260.09,1294.59,1332.92,309.253,1336.51,1327.85,239.13,1326.52,1377.8,61.8819,1032.5,1008.76,345.17,1052.16,992.123,166.155,833.113,987.964,268.25,839.855,981.059,37.5123,1065.81,658.274,70.2776,1087.39,484.982,36.6344,951.149,304.758,69.987,888.904,146.189,131.157,845.781,158.123,113.576,1092.72,82.145,381.375,1048.45,761.397,322.275,1116.05,472.4,369.544,1044.76,377.896,348.391,909.611,159.614,305.366,863.119,180.642,274.13,1088.28,84.3454
155,0,115.724,974.903,1702.09,230.572,977.757,1704.1,125.247,837.54,1564.58,236.872,848.098,1564.52,191.111,846.752,1454.16,219.744,807.279,1200.35,179.708,1017.57,1420.15,188.974,1069.18,1249.05,327.685,824.327,1357.27,47.7599,923.269,1452.59,-48.7892,990.947,1394.29,-84.7514,1135.67,1324.93,-53.4087,1282.52,1334.4,25.6337,1308.08,1378.17,-10.0018,1351.18,1359.56,58.1576,1368.68,1434.45,323.856,948.514,1468.4,447.32,1102.2,1311.64,471.479,1170.3,1247.11,403.2,1265.99,1287.51,256.359,1293.9,1355.66,304.838,1336.77,1354.36,235.553,1320.57,1403.45,61.8183,1033.28,1005.85,344.937,1053.79,989.2,166.494,834.276,983.684,268.678,841.372,976.755,37.8785,1070.73,655.655,70.9271,1093.85,482.207,37.0738,954.834,303.668,70.1684,889.911,146.195,131.245,846.819,158.585,113.525,1092.92,81.9086,380.904,1053,758.656,321.113,1123.12,470.191,368.745,1050.13,376.672,348.178,911.11,160.779,304.988,865.068,182.332,274.215,1088.64,83.9756
156,0,115.193,972.529,1698.89,230.023,975.54,1701.23,125.303,836.115,1560.46,236.92,846.808,1560.81,191.668,846.26,1450.39,220.3,808.111,1196.87,179.441,1017.27,1417.98,188.537,1069.71,1247.12,328.89,825.409,1353.79,49.0057,922.752,1450.57,-48.0831,991.613,1397.07,-85.5248,1138.29,1335.92,-53.9024,1283.18,1355.68,25.1867,1304.88,1401.32,-10.056,1349.46,1385.8,57.4623,1360.52,1462.19,322.687,948.177,1466.37,445.364,1109.39,1319.46,469.211,1181.48,1259.32,399.825,1272.45,1307.4,253.058,1291.87,1378.19,300.933,1335.26,1380.72,232.564,1313,1428.38,61.7176,1034.16,1002.83,344.67,1055.54,986.188,166.804,835.55,979.346,269.073,842.999,972.406,38.1837,1075.53,652.932,71.5397,1100.09,479.372,37.5228,958.401,302.538,70.3755,890.89,146.186,131.365,847.819,159.016,113.483,1093.1,81.6925,380.476,1057.57,755.889,320.049,1130.26,468.003,368.026,1055.58,375.495,348.05,912.689,162.076,304.717,867.108,184.175,274.319,1088.98,83.6378
157,0,114.687,970.209,1695.63,229.502,973.39,1698.28,125.384,834.776,1556.27,236.985,845.613,1557.02,192.253,845.909,1446.58,220.864,809.097,1193.4,179.172,1017.09,1415.79,188.099,1070.4,1245.2,330.11,826.708,1350.31,50.2918,922.317,1448.56,-47.3374,992.1,1399.92,-86.2496,1140.24,1346.99,-54.4225,1282.45,1376.84,24.6959,1300.16,1424.04,-10.1564,1346,1411.73,56.7565,1350.55,1489.11,321.465,947.944,1464.36,443.387,1116.11,1327.77,466.939,1191.88,1272.24,396.711,1277.6,1327.61,250.214,1288.52,1400.37,297.566,1332.05,1406.75,230.216,1303.99,1452.42,61.579,1035.16,999.721,344.37,1057.4,983.094,167.086,836.938,974.987,269.431,844.741,968.027,38.4291,1080.17,650.123,72.1142,1106.08,476.492,37.9728,961.825,301.368,70.6039,891.827,146.16,131.51,848.765,159.41,113.454,1093.25,81.5048,380.089,1062.14,753.1,319.097,1137.45,465.832,367.393,1061.1,374.36,348.011,914.357,163.497,304.557,869.245,186.159,274.44,1089.31,83.3301
158,0,114.196,967.952,1692.34,228.999,971.317,1695.28,125.484,833.529,1552.02,237.061,844.524,1553.15,192.859,845.705,1442.74,221.442,810.24,1189.95,178.894,1017.05,1413.6,187.649,1071.27,1243.32,331.338,828.232,1346.86,51.6161,921.96,1446.56,-46.5504,992.401,1402.82,-86.9183,1141.51,1358.09,-54.9509,1280.35,1397.75,24.1785,1293.97,1446.2,-10.2829,1340.82,1437.21,56.0645,1338.84,1515.05,320.188,947.813,1462.36,441.404,1122.31,1336.51,464.683,1201.42,1285.77,393.874,1281.39,1348,247.846,1283.9,1422.08,294.751,1327.19,1432.23,228.54,1293.66,1475.44,61.4026,1036.28,996.552,344.037,1059.38,979.929,167.339,838.441,970.642,269.751,846.603,963.637,38.6166,1084.64,647.245,72.6482,1111.79,473.582,38.4147,965.093,300.164,70.8484,892.715,146.115,131.671,849.647,159.765,113.437,1093.37,81.3516,379.741,1066.71,750.29,318.266,1144.68,463.678,366.847,1066.69,373.26,348.06,916.115,165.027,304.507,871.477,188.269,274.575,1089.62,83.0504
159,0,113.711,965.763,1689.02,228.506,969.331,1692.24,125.6,832.382,1547.75,237.143,843.547,1549.24,193.483,845.65,1438.9,222.04,811.544,1186.55,178.602,1017.13,1411.43,187.178,1072.32,1241.49,332.561,829.98,1343.46,52.9761,921.677,1444.58,-45.721,992.513,1405.74,-87.5237,1142.11,1369.14,-55.4691,1276.9,1418.28,23.6508,1286.34,1467.65,-10.4155,1333.97,1462.07,55.4064,1325.46,1539.87,318.86,947.778,1460.39,439.434,1127.94,1345.6,462.464,1210.05,1299.78,391.326,1283.81,1368.4,245.964,1278.03,1443.2,292.49,1320.77,1456.99,227.528,1282.17,1497.33,61.1894,1037.52,993.345,343.672,1061.49,976.703,167.566,840.063,966.346,270.036,848.591,959.259,38.7483,1088.92,644.313,73.1383,1117.23,470.653,38.8398,968.198,298.931,71.1039,893.546,146.051,131.842,850.461,160.084,113.432,1093.45,81.2357,379.427,1071.28,747.466,317.564,1151.92,461.539,366.39,1072.34,372.19,348.194,917.963,166.65,304.56,873.8,190.481,274.717,1089.92,82.7963
160,0,113.223,963.646,1685.69,228.013,967.437,1689.18,125.726,831.339,1543.45,237.226,842.687,1545.3,194.117,845.743,1435.06,222.662,813.014,1183.22,178.292,1017.36,1409.3,186.677,1073.55,1239.74,333.77,831.951,1340.12,54.3685,921.461,1442.62,-44.8481,992.436,1408.68,-88.0592,1142.03,1380.07,-55.959,1272.14,1438.3,23.1274,1277.33,1488.27,-10.5352,1325.5,1486.15,54.7967,1310.52,1563.41,317.483,947.832,1458.46,437.499,1132.96,1354.95,460.301,1217.72,1314.17,389.068,1284.89,1388.66,244.56,1270.95,1463.6,290.768,1312.86,1480.85,227.131,1269.59,1517.97,60.9409,1038.87,990.12,343.275,1063.74,973.431,167.771,841.805,962.132,270.288,850.709,954.918,38.8263,1093.02,641.343,73.5792,1122.39,467.715,39.2405,971.14,297.675,71.3656,894.319,145.972,132.016,851.212,160.372,113.435,1093.51,81.156,379.139,1075.83,744.632,316.991,1159.12,459.413,366.021,1078,371.144,348.405,919.894,168.346,304.706,876.202,192.769,274.863,1090.21,82.5657
161,0,112.722,961.604,1682.35,227.51,965.638,1686.11,125.859,830.401,1539.15,237.306,841.949,1541.35,194.757,845.982,1431.25,223.312,814.652,1179.96,177.959,1017.73,1407.24,186.138,1074.97,1238.09,334.952,834.138,1336.86,55.7889,921.306,1440.68,-43.9314,992.173,1411.6,-88.5192,1141.31,1390.81,-56.4035,1266.11,1457.69,22.621,1267.02,1507.92,-10.6246,1315.49,1509.32,54.2442,1294.14,1585.55,316.066,947.964,1456.58,435.622,1137.34,1364.48,458.215,1224.42,1328.81,387.096,1284.64,1408.62,243.617,1262.72,1483.17,289.562,1303.55,1503.67,227.279,1256.04,1537.29,60.6586,1040.34,986.894,342.847,1066.13,970.127,167.959,843.669,958.03,270.512,852.96,950.644,38.8521,1096.95,638.348,73.9649,1127.31,464.776,39.6108,973.926,296.405,71.6293,895.036,145.883,132.191,851.91,160.636,113.443,1093.53,81.1079,378.872,1080.36,741.796,316.54,1166.23,457.301,365.733,1083.66,370.115,348.685,921.9,170.091,304.933,878.669,195.106,275.008,1090.47,82.3559
162,0,112.203,959.637,1679.02,226.988,963.936,1683.05,125.995,829.57,1534.87,237.38,841.332,1537.42,195.395,846.361,1427.48,223.991,816.464,1176.78,177.599,1018.23,1405.26,185.554,1076.59,1236.56,336.095,836.534,1333.69,57.2318,921.208,1438.77,-42.9721,991.731,1414.48,-88.8995,1139.97,1401.3,-56.7873,1258.9,1476.34,22.1416,1255.5,1526.51,-10.6684,1304.04,1531.44,53.7516,1276.46,1606.16,314.618,948.162,1454.73,433.826,1141.06,1374.11,456.221,1230.14,1343.59,385.4,1283.11,1428.17,243.109,1253.37,1501.79,288.837,1292.9,1525.3,227.902,1241.59,1555.23,60.344,1041.93,983.684,342.389,1068.65,966.81,168.134,845.651,954.064,270.715,855.347,946.469,38.8268,1100.73,635.338,74.2885,1132.01,461.842,39.947,976.568,295.132,71.8923,895.703,145.791,132.369,852.571,160.888,113.45,1093.54,81.0835,378.617,1084.85,738.965,316.202,1173.23,455.202,365.52,1089.27,369.097,349.021,923.967,171.862,305.228,881.185,197.461,275.148,1090.72,82.1643
